Date,Description,Amount,Balance
1/15/2023 09:12AM,Panther Grocery 74,-6.98,1748.62
1/13/2023 11:04AM,Panther Grocery 74,-5.39,1755.60
1/13/2023 12:08AM,UGRYD 5900 Vending,-2.75,1760.99
1/12/2023 08:07PM,Panther Grocery 74,-5.98,1763.74
1/12/2023 01:06PM,Panther Grocery 74,-8.88,1769.72
1/12/2023 11:11AM,UGRYD 5900 Vending,-3.75,1778.60
1/11/2023 07:32PM,Panther Grocery 74,-3.09,1782.35
1/11/2023 09:41AM,Panther Grocery 74,-9.68,1785.44
1/10/2023 04:51PM,Panther Grocery 74,-6.08,1795.12
1/10/2023 10:58AM,Panther Grocery 74,-9.77,1801.20
1/09/2023 07:49PM,Panther Grocery 74,-6.08,1810.97
1/09/2023 08:10AM,Panther Grocery 74,-3.09,1817.05
1/08/2023 02:35PM,Panther Grocery 74,-3.09,1820.14
1/07/2023 11:43AM,Panther Grocery 74,-2.89,1823.23
12/19/2022 01:27PM,PatronImport Location - Credit,1825.00,1826.12
10/24/2022 09:06PM,UGRYD 5900 Vending,-3.85,1.12
10/21/2022 01:38PM,UGRYD 5900 Vending,-3.75,4.97
10/20/2022 09:36AM,UGRYD 5900 Vending,-3.75,8.72
10/19/2022 09:07PM,UGRYD 5900 Vending,-3.75,12.47
10/19/2022 07:40PM,UGRYD 5900 Vending,-3.75,16.22
10/18/2022 01:09PM,UGRYD 5900 Vending,-3.70,19.97
10/13/2022 09:51PM,UGRYD 5900 Vending,-3.85,23.67
10/11/2022 05:18PM,Panther Grocery 74,-3.09,27.52
10/07/2022 07:07PM,Panther Grocery 74,-3.59,30.61
10/03/2022 09:06PM,UGRYD 5900 Vending,-3.70,34.20
10/03/2022 06:25PM,UGRYD 5900 Vending,-3.85,37.90
10/03/2022 02:09PM,Panther Grocery 74,-2.19,41.75
10/02/2022 09:59PM,UGRYD 5900 Vending,-3.85,43.94
10/02/2022 04:19PM,UGRYD 5900 Vending,-3.75,47.79
